"ID";"DESCRIPTION";"REACTION";"GPR";"REVERSIBLE";"LOWER.BOUND";"UPPER.BOUND";"OBJECTIVE"
"ALCD22_D";"alcohol dehydrogenase (D-lactaldehyde)";"nad[c] + lald_D[c] => h[c] + nadh[c] + mthgxl[c] ";"( 126 ) or ( 137872 ) or ( 124 and 126 ) or ( 127 ) or ( 130 ) or ( 284273 ) or ( 124 and 125 ) or ( 128 ) or ( 124 ) or ( 125 ) or ( 131 ) or ( 125 and 126 )";0;0;1000;0
"ALDD21";"aldehyde dehydrogenase (pristanal, NAD)";"h2o[c] + nad[c] + pristanal[c] => 2 h[c] + nadh[c] + prist[c] ";"( 224 )";0;0;1000;0
"ALDD2x";"aldehyde dehydrogenase (acetaldehyde, NAD)";"h2o[c] + nad[c] + acald[c] => 2 h[c] + nadh[c] + ac[c] ";"( 218 ) or ( 501 ) or ( 8854 ) or ( 224 ) or ( 222 ) or ( 221 ) or ( 216 ) or ( 223 ) or ( 220 ) or ( 219 )";0;0;1000;0
"ALDD2xm";"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial";"h2o[m] + nad[m] + acald[m] => 2 h[m] + nadh[m] + ac[m] ";"( 219 ) or ( 217 )";0;0;1000;0
"ALDD2y";"aldehyde dehydrogenase (acetaldehyde, NADP)";"h2o[c] + nadp[c] + acald[c] => 2 h[c] + nadph[c] + ac[c] ";"( 223 ) or ( 221 ) or ( 218 ) or ( 8854 ) or ( 222 ) or ( 224 ) or ( 219 )";0;0;1000;0
"ALOX15";"Arachidonate 15-lipoxygenase";"o2[c] + arachd[c] => 15HPET[c] ";"( 247 ) or ( 246 )";0;0;1000;0
"ALR2";"aldose reductase (methylglyoxal)";"h[c] + nadph[c] + mthgxl[c] => nadp[c] + acetol[c] ";"( 10327 ) or ( 8574 ) or ( 231 )";0;0;1000;0
"ALR3";"aldose reductase (acetol)";"h[c] + nadph[c] + acetol[c] => nadp[c] + 12ppd_S[c] ";"( 10327 ) or ( 8574 ) or ( 231 )";0;0;1000;0
"AMACRr";"alpha-methylacyl-CoA racemase";"cholcoar[r] => cholcoas[r] ";"( 23600 )";0;0;1000;0
"AMETr";"S-Adenosyl-L-methionine intracellular diffusion";"amet[c] <=> amet[r] ";"";1;-1000;1000;0
"AMETt2m";"S-Adenosyl-L-methionine reversible transport, mitochondrial";"amet[c] + ahcys[m] <=> ahcys[c] + amet[m] ";"( 115286 )";1;-1000;1000;0
"AMETtn";"S-adenosyl-L-methionine nuclear transport";"amet[c] <=> amet[n] ";"";1;-1000;1000;0
"AMPDA";"Adenosine monophosphate deaminase";"h2o[c] + h[c] + amp[c] => nh4[c] + imp[c] ";"( 271 ) or ( 270 ) or ( 272 )";0;0;1000;0
"AMPTASECG";"alanyl aminopeptidase (cys-gly)";"h2o[c] + cgly[c] => cys_L[c] + gly[c] ";"( 290 )";0;0;1000;0
"AMPTASECGe";"alanyl aminopeptidase (cys-gly) (e)";"h2o[e] + cgly[e] => cys_L[e] + gly[e] ";"( 290 )";0;0;1000;0
"AMPtp";"AMP transporter, peroxisome";"amp[c] <=> amp[x] ";"";1;-1000;1000;0
"AMPtr";"AMP transporter, endoplasmic reticulum";"amp[c] <=> amp[r] ";"";1;-1000;1000;0
"AOBUTDsm";"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)";"h[m] + 2aobut[m] => co2[m] + aact[m] ";"";0;0;1000;0
"APAT2rm";"3-Aminopropanoate:2-oxoglutarate aminotransferase (m)";"akg[m] + ala_B[m] <=> glu_L[m] + msa[m] ";"( 18 )";1;-1000;1000;0
"APRTO2";"N-acetylputrescine: oxygen oxireductase (deaminating)";"h2o[c] + o2[c] + aprut[c] => h2o2[c] + nh4[c] + n4abutn[c] ";"( 4128 ) or ( 4129 )";0;0;1000;0
"ARACHDCOAtx";"fatty acid intracellular transport";"arachdcoa[c] <=> arachdcoa[x] ";"";1;-1000;1000;0
"ARACHDt2";"fatty acid transport via diffusion";"arachd[e] <=> arachd[c] ";"( 10998 )";1;-1000;1000;0
"ARACHDtr";"intracellular transport";"arachd[c] <=> arachd[r] ";"";1;-1000;1000;0
"ARACHt";"fatty acid transport via diffusion";"arach[e] <=> arach[c] ";"";1;-1000;1000;0
"ARGDCm";"arginine decarboxylase (m)";"h[m] + arg_L[m] => co2[m] + agm[m] ";"( 113451 )";0;0;1000;0
"ARGLYSex";"Arginine/Lysine exchanger (Arg in)";"lys_L[c] + arg_L[e] => arg_L[c] + lys_L[e] ";"( 6520 and 9057 )";0;0;1000;0
"ARGN";"arginase";"h2o[c] + arg_L[c] => orn[c] + urea[c] ";"( 383 ) or ( 384 )";0;0;1000;0
"ARGSL";"argininosuccinate lyase";"argsuc[c] <=> fum[c] + arg_L[c] ";"( 435 )";1;-1000;1000;0
"ARGSS";"argininosuccinate synthase";"atp[c] + asp_L[c] + citr_L[c] => h[c] + amp[c] + ppi[c] + argsuc[c] ";"( 445 )";0;0;1000;0
"ARGt4";"L-arginine transport in via sodium symport";"na1[e] + arg_L[e] => na1[c] + arg_L[c] ";"( 11254 )";0;0;1000;0
"ARGtiDF";"L-arginine transport via diffusion (extracellular to cytosol)";"arg_L[e] => arg_L[c] ";"( 6541 ) or ( 6542 ) or ( 55089 ) or ( 84889 )";0;0;1000;0
"ARSA";"Arylsulfatase A";"h2o[l] + sgalside_hs[l] => h[l] + galside_hs[l] + so4[l] ";"( 410 )";0;0;1000;0
"ARTCOAL1";"R group coenzyme a ligase";"h2o[c] + Rtotalcoa[c] => h[c] + coa[c] + Rtotal[c] ";"";0;0;1000;0
"ARTCOAL3";"R group coenzyme a ligase";"h2o[c] + Rtotal3coa[c] => h[c] + coa[c] + Rtotal3[c] ";"";0;0;1000;0
"R_group_phosphotase_1";"R group phosphotase 1";"atp[c] + coa[c] + Rtotal[c] => amp[c] + ppi[c] + Rtotalcoa[c] ";"";0;0;1000;0
"R_group_phosphotase_2";"R group phosphotase 2";"atp[c] + coa[c] + Rtotal2[c] => amp[c] + ppi[c] + Rtotal2coa[c] ";"";0;0;1000;0
"ASAH1";"N-acylsphingosine amidohydrolase";"h2o[l] + crm_hs[l] => Rtotal[l] + sphings[l] ";"( 427 )";0;0;1000;0
"ASCBOX";"ascorbic acid oxidase";"3 h[c] + ascb_L[c] + 2 o2s[c] => 2 h2o2[c] + dhdascb[c] ";"";0;0;1000;0
"ASCBt";"L-ascorbate transport via facilitated diffusion";"ascb_L[e] <=> ascb_L[c] ";"";1;-1000;1000;0
"ASCBt4";"L-ascorbate transport via proton symport";"na1[e] + ascb_L[e] <=> na1[c] + ascb_L[c] ";"( 9962 ) or ( 9963 )";1;-1000;1000;0
"ASNNm";"L-asparaginase (mitochondrial)";"h2o[m] + asn_L[m] => asp_L[m] + nh4[m] ";"( 80150 )";0;0;1000;0
"ASNS1";"asparagine synthase (glutamine-hydrolysing)";"h2o[c] + atp[c] + asp_L[c] + gln_L[c] => h[c] + glu_L[c] + amp[c] + ppi[c] + asn_L[c] ";"( 440 )";0;0;1000;0
"ASNtm";"L-asparagine transport, mitochondrial";"asn_L[c] => asn_L[m] ";"";0;0;1000;0
"ASNtN1";"Asparagine transport (Na, H coupled)";"h[c] + 2 na1[e] + asn_L[e] <=> h[e] + 2 na1[c] + asn_L[c] ";"( 92745 ) or ( 10991 )";1;-1000;1000;0
"Asn_X_Ser_Thrtr";"Asn-X-Ser/Thr transport (from ER to lysosome)";"Asn_X_Ser_Thr[r] <=> Asn_X_Ser_Thr[l] ";"";1;-1000;1000;0
"ASP1DC";"aspartate 1-decarboxylase";"h[c] + asp_L[c] => co2[c] + ala_B[c] ";"( 2571 )";0;0;1000;0
"ASPCTr";"aspartate carbamoyltransferase (reversible)";"asp_L[c] + cbp[c] <=> h[c] + pi[c] + cbasp[c] ";"( 790 )";1;-1000;1000;0
"ASPt6";"L-aspartate transport via Na, H symport and K antiport";"h[e] + 3 na1[e] + k[c] + asp_L[e] => h[c] + 3 na1[c] + asp_L[c] + k[e] ";"( 6511 ) or ( 6505 ) or ( 6507 ) or ( 6506 ) or ( 6512 )";0;0;1000;0
"ASPTA";"aspartate transaminase";"akg[c] + asp_L[c] <=> glu_L[c] + oaa[c] ";"( 2805 )";1;-1000;1000;0
"ASPTAm";"aspartate transaminase";"akg[m] + asp_L[m] <=> glu_L[m] + oaa[m] ";"( 2806 )";1;-1000;1000;0
"ATP1ter";"ADP/ATP transporter, endoplasmic reticulum";"atp[c] + adp[r] <=> adp[c] + atp[r] ";"";1;-1000;1000;0
"ATP2ter";"AMP/ATP transporter, endoplasmic reticulum";"atp[c] + amp[r] <=> amp[c] + atp[r] ";"";1;-1000;1000;0
"ATPasel";"V-type ATPase, H+ transporting, lysosomal";"h2o[c] + atp[c] => adp[c] + pi[c] + h[l] ";"( 245972 and 50617 and 527 and 533 and 8992 ) or ( 50617 and 527 and 533 and 8992 and 9114 ) or ( 245972 and 527 and 533 and 535 and 8992 ) or ( 527 and 533 and 535 and 8992 and 9114 ) or ( 10312 and 527 and 533 and 8992 and 9114 ) or ( 23545 and 527 and 533 and 8992 and 9114 ) or ( 10312 and 245972 and 527 and 533 and 8992 ) or ( 23545 and 245972 and 527 and 533 and 8992 ) or ( 10312 and 245973 and 51382 and 51606 and 523 and 526 and 527 and 529 and 533 and 8992 and 9114 and 9296 and 9550 ) or ( 127124 and 245973 and 51382 and 51606 and 523 and 525 and 90423 and 9296 ) or ( 51382 and 51606 and 523 and 526 and 528 and 534 and 90423 and 9296 ) or ( 245973 and 51382 and 51606 and 523 and 526 and 534 and 90423 and 9296 ) or ( 51382 and 51606 and 523 and 526 and 528 and 529 and 534 and 9296 ) or ( 127124 and 51382 and 51606 and 523 and 525 and 528 and 529 and 9296 ) or ( 127124 and 245973 and 51382 and 51606 and 523 and 526 and 90423 and 9296 ) or ( 245973 and 51382 and 51606 and 523 and 525 and 529 and 534 and 9296 ) or ( 51382 and 51606 and 523 and 526 and 528 and 90423 and 9296 and 9550 ) or ( 245973 and 51382 and 51606 and 523 and 525 and 534 and 90423 and 9296 ) or ( 51382 and 51606 and 523 and 525 and 528 and 529 and 534 and 9296 ) or ( 127124 and 51382 and 51606 and 523 and 526 and 528 and 90423 and 9296 ) or ( 127124 and 51382 and 51606 and 523 and 526 and 528 and 529 and 9296 ) or ( 51382 and 51606 and 523 and 525 and 528 and 534 and 90423 and 9296 ) or ( 51382 and 51606 and 523 and 525 and 528 and 90423 and 9296 and 9550 ) or ( 127124 and 51382 and 51606 and 523 and 525 and 528 and 90423 and 9296 ) or ( 127124 and 245973 and 51382 and 51606 and 523 and 526 and 529 and 9296 ) or ( 245973 and 51382 and 51606 and 523 and 526 and 90423 and 9296 and 9550 ) or ( 51382 and 51606 and 523 and 526 and 528 and 529 and 9296 and 9550 ) or ( 245973 and 51382 and 51606 and 523 and 526 and 529 and 9296 and 9550 ) or ( 245973 and 51382 and 51606 and 523 and 526 and 529 and 534 and 9296 ) or ( 127124 and 245973 and 51382 and 51606 and 523 and 525 and 529 and 9296 ) or ( 245973 and 51382 and 51606 and 523 and 525 and 90423 and 9296 and 9550 ) or ( 51382 and 51606 and 523 and 525 and 528 and 529 and 9296 and 9550 ) or ( 245973 and 51382 and 51606 and 523 and 525 and 529 and 9296 and 9550 )";0;0;1000;0
"ATPS4m";"ATP synthase (four protons for one ATP)";"4 h[c] + adp[m] + pi[m] => 3 h[m] + h2o[m] + atp[m] ";"( 498 and 506 and 509 and 513 and 514 ) or ( 10476 and 10632 and 4905 and 498 and 506 and 509 and 513 and 514 and 515 and 516 and 521 and 522 and 9551 ) or ( 10476 and 10632 and 4905 and 515 and 518 and 521 and 522 and 9551 ) or ( 10476 and 10632 and 4905 and 515 and 517 and 521 and 522 and 9551 ) or ( 10476 and 10632 and 4905 and 515 and 516 and 521 and 522 and 9551 ) or ( 10476 and 10632 and 4905 and 518 )";NA;0;1000;NA
"ATPtm";"ADP/ATP transporter, mitochondrial";"adp[c] + atp[m] => atp[c] + adp[m] ";"( 291 ) or ( 293 ) or ( 292 )";0;0;1000;0
"ATPtn";"ATP diffusion in nucleus";"atp[c] <=> atp[n] ";"";1;-1000;1000;0
"ATPtx";"ATP transporter, peroxisomal";"atp[c] <=> atp[x] ";"";1;-1000;1000;0
"B_MANNASEly";"beta-mannosidase, lysosomal";"h2o[l] + mn[l] => man[l] + acgam[l] ";"( 4126 )";0;0;1000;0
"B3GALT3g";"Beta-1,3-galactosyltransferase 3";"thcrm_hs[g] + udpacgal[g] => h[g] + udp[g] + gbside_hs[g] ";"( 8706 )";0;0;1000;0
"B3GALT44g";"Beta-1,3-galactosyltransferase 4";"udpgal[g] + gt2_hs[g] => h[g] + udp[g] + gt1c_hs[g] ";"( 8705 )";0;0;1000;0
"B3GALT5g";"Beta-1,3-galactosyltransferase 5";"udpgal[g] + gbside_hs[g] => h[g] + udp[g] + galgbside_hs[g] ";"( 10317 )";0;0;1000;0
"B3GNT11g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1";"uacgam[g] + gal14acglcgalgluside_hs[g] => h[g] + udp[g] + acglcgal14acglcgalgluside_hs[g] ";"( 10678 )";0;0;1000;0
"B3GNT12g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1";"uacgam[g] + galacglcgal14acglcgalgluside_hs[g] => h[g] + udp[g] + acglc13galacglcgal14acglcgalgluside_hs[g] ";"( 10678 )";0;0;1000;0
"B3GNT310g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus";"udpgal[g] + acglcgalgluside_hs[g] => h[g] + udp[g] + gal14acglcgalgluside_hs[g] ";"( 10331 )";0;0;1000;0
"B3GNT312g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus";"udpgal[g] + acglcgal14acglcgalgluside_hs[g] => h[g] + udp[g] + galacglcgal14acglcgalgluside_hs[g] ";"( 10331 )";0;0;1000;0
"B3GNT315g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus";"udpgal[g] + acglc13galacglcgal14acglcgalgluside_hs[g] => h[g] + udp[g] + galacglc13galacglcgal14acglcgalgluside_hs[g] ";"( 10331 )";0;0;1000;0
"B3GNT34g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus";"uacgam[g] + galgbside_hs[g] => h[g] + udp[g] + acglcgalgbside_hs[g] ";"( 10331 )";0;0;1000;0
"B3GNT35g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus";"udpgal[g] + acglcgalgbside_hs[g] => h[g] + udp[g] + galacglcgalgbside_hs[g] ";"( 10331 )";0;0;1000;0
"B3GNT39g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus";"udpgal[g] + gluside_hs[g] => galgluside_hs[g] + h[g] + udp[g] ";"( 10331 )";0;0;1000;0
"B3GNT51g";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5";"galgluside_hs[g] + uacgam[g] => h[g] + udp[g] + acglcgalgluside_hs[g] ";"( 84002 )";0;0;1000;0
"BAAT1x";"bile acid Coenzyme A: amino acid N-acyltransferase";"gly[x] + cholcoa[x] => coa[x] + gchola[x] ";"( 570 )";0;0;1000;0
"BALAtmr";"Beta-alanine reversible mitochondrial transport (diffusion)";"ala_B[c] <=> ala_B[m] ";"";1;-1000;1000;0
"BAMPPALDOX";"beta-Aminopropion aldehyde:NAD+ oxidoreductase";"h2o[c] + bamppald[c] + nad[c] => 2 h[c] + nadh[c] + ala_B[c] ";"( 8854 ) or ( 501 ) or ( 216 ) or ( 224 ) or ( 223 )";0;0;1000;0
"BBHOX";"4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)";"o2[c] + akg[c] + 4tmeabutn[c] => co2[c] + crn[c] + succ[c] ";"( 8424 )";0;0;1000;0
"BDMT_L";"GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (liver)";"0.1 chito2pdol_L[c] + gdpmann[c] => h[c] + gdp[c] + 0.1 mpdol_L[c] ";"( 56052 )";0;0;1000;0
"BDMT_U";"GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus)";"gdpmann[c] + 0.1 chito2pdol_U[c] => h[c] + gdp[c] + 0.1 mpdol_U[c] ";"( 56052 )";0;0;1000;0
"BETALDHxm";"betaine-aldehyde dehydrogenase, mitochondrial";"h2o[m] + nad[m] + betald[m] => 2 h[m] + nadh[m] + glyb[m] ";"";0;0;1000;0
"BHBt";"(R)-3-Hydroxybutanoate transport via H+ symport";"h[e] + bhb[e] <=> h[c] + bhb[c] ";"";1;-1000;1000;0
"BHMT";"betaine-homocysteine S-methyltransferase";"hcys_L[c] + glyb[c] => dmgly[c] + met_L[c] ";"( 23743 ) or ( 635 )";0;0;1000;0
"BILDGLCURt";"bilirubin beta-diglucuronide transport via bicarbonate countertransport";"hco3[c] + bildglcur[e] <=> hco3[e] + bildglcur[c] ";"( 10599 )";1;-1000;1000;0
"BILGLCURt";"bilirubin monoglucuronide transport via bicarbonate countertransport";"hco3[c] + bilglcur[e] <=> hco3[e] + bilglcur[c] ";"( 10599 ) or ( 28234 )";1;-1000;1000;0
"BILIRUBt2";"bilirubin transport via bicarbonate countertransport";"hco3[c] + bilirub[e] <=> hco3[e] + bilirub[c] ";"( 10599 )";1;-1000;1000;0
"BILIRUBtr";"lipid, flip-flop intracellular transport";"bilirub[c] <=> bilirub[r] ";"";1;-1000;1000;0
"BPNT";"3',5'-bisphosphate nucleotidase";"h2o[c] + pap[c] => pi[c] + amp[c] ";"( 10380 )";0;0;1000;0
"BTND1n";"biotinidase (biotin), nuclear";"biocyt[n] + h2o[n] => btn[n] + lys_L[n] ";"( 686 )";0;0;1000;0
"BTNt2";"Biotin reversible transport via proton symport";"h[e] + btn[e] <=> h[c] + btn[c] ";"( 6566 )";1;-1000;1000;0
"BTNt4i";"Biotin uptake (antiport)";"h[c] + btn[e] => h[e] + btn[c] ";"( 80704 )";0;0;1000;0
"BTNtn";"Biotin transport, nuclear";"btn[c] <=> btn[n] ";"";1;-1000;1000;0
"BUP2";"beta-ureidopropionase (D-3-amino-isobutanoate forming)";"h2o[c] + 2 h[c] + 3uib[c] => nh4[c] + co2[c] + 3aib_D[c] ";"( 51733 )";0;0;1000;0
"BUTt2r";"Butyrate transport via proton symport, reversible";"h[e] + but[e] <=> h[c] + but[c] ";"( 6566 )";1;-1000;1000;0
"C160CPT1";"production of Palmitoylcarnitine";"crn[c] + pmtcoa[c] => coa[c] + pmtcrn[c] ";"( 126129 ) or ( 1375 ) or ( 1374 )";0;0;1000;0
"C160CPT2";"C160 transport into the mitochondria";"coa[m] + pmtcrn[m] => crn[m] + pmtcoa[m] ";"( 1376 ) or ( 1374 )";0;0;1000;0
"C160CRNt";"C160 transport into the mitochondria";"pmtcrn[c] => pmtcrn[m] ";"( 788 )";0;0;1000;0
"C161CPT12";"carnitine O-palmitoyltransferase";"crn[c] + hdd2coa[c] => coa[c] + hdd2crn[c] ";"( 126129 ) or ( 1375 ) or ( 1374 )";0;0;1000;0
"C161CPT22";"C161 transport into the mitochondria";"coa[m] + hdd2crn[m] => crn[m] + hdd2coa[m] ";"( 1376 )";0;0;1000;0
"C161CRN2t";"C161 transport into the mitochondria";"hdd2crn[c] => hdd2crn[m] ";"( 788 )";0;0;1000;0
"C3STDH1Pr";"C-3 sterol dehydrogenase (4-methylzymosterol)";"nadp[r] + 4mzym_int1[r] => h[r] + nadph[r] + 4mzym_int2[r] + co2[r] ";"( 50814 )";0;0;1000;0
"C3STKR2r";"C-3 sterol keto reductase (zymosterol)";"h[r] + nadph[r] + zym_int2[r] => nadp[r] + zymst[r] ";"( 3295 )";0;0;1000;0
"C4STMO1r";"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)";"3 o2[r] + 3 h[r] + 3 nadph[r] + 44mzym[r] => 4 h2o[r] + 3 nadp[r] + 4mzym_int1[r] ";"( 6307 )";0;0;1000;0
"C4STMO2Pr";"C-4 methyl sterol oxidase";"o2[r] + nadp[r] + 4mzym_int2[r] => h[r] + nadph[r] + co2[r] + zym_int2[r] ";"( 50814 )";0;0;1000;0
"C4STMO2r";"C-4 methyl sterol oxidase";"o2[r] + 4mzym_int2[r] + nad[r] => h[r] + co2[r] + nadh[r] + zym_int2[r] ";"( 6307 ) or ( 50814 )";0;0;1000;0
"CAATPS";"Ca ATPase";"h2o[c] + atp[c] + ca2[c] => adp[c] + pi[c] + h[e] + ca2[e] ";"( 492 ) or ( 491 ) or ( 490 ) or ( 493 )";0;0;1000;0
"CAt7r";"calcium / sodium antiporter (1:3), reversible";"3 na1[e] + ca2[c] <=> 3 na1[c] + ca2[e] ";"( 6547 ) or ( 6546 ) or ( 6543 )";1;-1000;1000;0
"CATm";"catalase";"2 h2o2[m] => o2[m] + 2 h2o[m] ";"( 847 )";0;0;1000;0
"CATp";"catalase A, peroxisomal";"2 h2o2[x] => o2[x] + 2 h2o[x] ";"( 847 )";0;0;1000;0
"CBPS";"carbamoyl-phosphate synthase (glutamine-hydrolysing)";"h2o[c] + 2 atp[c] + hco3[c] + gln_L[c] => 2 adp[c] + 2 h[c] + pi[c] + glu_L[c] + cbp[c] ";"( 790 )";0;0;1000;0
"CBPSam";"carbamoyl-phosphate synthase (ammonia) (mitochondria";"2 atp[m] + hco3[m] + nh4[m] => 2 h[m] + 2 adp[m] + pi[m] + cbp[m] ";"( 1373 )";0;0;1000;0
"CBR2";"Carbonyl reductase [NADPH] 1";"h[c] + nadph[c] + prostge2[c] => nadp[c] + prostgf2[c] ";"( 873 )";0;0;1000;0
"CDIPTr";"phosphatidylinositol synthase (Homo sapiens)";"cdpdag_hs[c] + inost[c] <=> h[c] + cmp[c] + pail_hs[c] ";"( 10423 )";1;-1000;1000;0
"CDS";"phosphatidate cytidylyltransferase";"h[c] + pa_hs[c] + ctp[c] => ppi[c] + cdpdag_hs[c] ";"( 1040 ) or ( 8760 )";0;0;1000;0
"CEPTC";"choline phosphotransferase";"cdpchol[c] + dag_hs[c] => h[c] + cmp[c] + pchol_hs[c] ";"( 10390 ) or ( 56994 )";0;0;1000;0
"CEPTE";"ethanolamine phosphotransferase";"cdpea[c] + dag_hs[c] => h[c] + cmp[c] + pe_hs[c] ";"( 10390 )";0;0;1000;0
"CERT1gt";"ceramide transport protein";"crm_hs[c] <=> crm_hs[g] ";"( 10087 )";1;-1000;1000;0
"CERT1rt";"ceramide transport protein";"crm_hs[c] <=> crm_hs[r] ";"( 10087 )";1;-1000;1000;0
"CERT2gt";"ceramide transport protein";"gluside_hs[c] <=> gluside_hs[g] ";"( 10087 )";1;-1000;1000;0
"CERT2rt";"ceramide transport protein";"gluside_hs[c] <=> gluside_hs[r] ";"( 10087 )";1;-1000;1000;0
"CGLYt3_2_";"Cys-Gly transport in via proton symport";"2 h[e] + cgly[e] => 2 h[c] + cgly[c] ";"( 6565 )";0;0;1000;0
"CGMPt";"cGMP transport (ATP-dependent)";"h2o[c] + atp[c] + 35cgmp[c] => adp[c] + h[c] + pi[c] + 35cgmp[e] ";"( 10257 ) or ( 10057 ) or ( 85320 )";0;0;1000;0
"CH25H";"cholesterol 25-hydroxylase";"o2[r] + h[r] + nadph[r] + chsterol[r] => h2o[r] + nadp[r] + xol25oh[r] ";"( 9023 )";0;0;1000;0
"CHAT";"Choline O-acetyltransferase";"accoa[c] + chol[c] <=> coa[c] + ach[c] ";"( 1103 )";1;-1000;1000;0
"CHATn";"Choline O-acetyltransferase";"accoa[n] + chol[n] <=> ach[n] + coa[n] ";"( 1103 )";1;-1000;1000;0
"CHLPCTD";"choline phosphate cytididyltransferase";"h[c] + ctp[c] + cholp[c] => ppi[c] + cdpchol[c] ";"( 5130 ) or ( 9468 )";0;0;1000;0
"CHLtm";"choline transport via diffusion (cytosol to mitochondria)";"chol[c] <=> chol[m] ";"";1;-1000;1000;0
"CHOLATEt";"cholate transport via bicarbonate countertransport";"hco3[c] + cholate[e] <=> hco3[e] + cholate[c] ";"( 6579 ) or ( 10599 )";1;-1000;1000;0
"CHOLATEt2";"cholate transport via sodium cotransport";"2 na1[e] + cholate[e] => 2 na1[c] + cholate[c] ";"( 6554 ) or ( 6555 )";0;0;1000;0
"CHOLD2m";"choline dehydrogenase (FAD acceptor), mitochondrial";"fad[m] + chol[m] => fadh2[m] + betald[m] ";"( 55349 )";0;0;1000;0
"CHOLK";"Choline kinase";"atp[c] + chol[c] => adp[c] + h[c] + cholp[c] ";"( 1120 ) or ( 1119 )";0;0;1000;0
"CHOLPtg";"choline phosphate intracellular transport";"cholp[c] <=> cholp[g] ";"";1;-1000;1000;0
"CHOLPtl";"choline phosphate intracellular transport";"cholp[c] <=> cholp[l] ";"";1;-1000;1000;0
"CHOLt4";"choline, sodium cotransport";"na1[e] + chol[e] <=> na1[c] + chol[c] ";"( 60482 )";1;-1000;1000;0
"CHOLtn";"Choline transport, nuclear through pores";"chol[c] <=> chol[n] ";"";1;-1000;1000;0
"CHOLtr";"choline intracellular transport";"chol[r] <=> chol[c] ";"";1;-1000;1000;0
"CHOLtu";"Choline uniport";"chol[e] <=> chol[c] ";"( 6582 ) or ( 6584 )";1;-1000;1000;0
"CHSTEROLt1";"cholesterol intracellular transport";"chsterol[l] <=> chsterol[m] ";"( 10948 )";1;-1000;1000;0
"CHSTEROLt2";"cholesterol intracellular transport";"chsterol[r] <=> chsterol[m] ";"";1;-1000;1000;0
"CHSTEROLt3";"cholesterol intracellular transport";"chsterol[c] <=> chsterol[m] ";"";1;-1000;1000;0
"CITL";"Citrate lyase";"cit[c] => ac[c] + oaa[c] ";"( 171425 )";0;0;1000;0
"CITRtm";"citrulline mitochondrial transport via proton antiport";"citr_L[m] <=> citr_L[c] ";"( 83884 ) or ( 10166 )";1;-1000;1000;0
"CITt4_2";"citrate transport via sodium symport";"2 na1[e] + cit[e] <=> 2 na1[c] + cit[c] ";"( 9058 )";1;-1000;1000;0
"CITtam";"citrate transport, mitochondrial";"cit[c] + mal_L[m] <=> cit[m] + mal_L[c] ";"( 6576 )";1;-1000;1000;0
"CITtbm";"citrate transport, mitochondrial";"cit[c] + pep[m] <=> pep[c] + cit[m] ";"( 6576 )";1;-1000;1000;0
"CK";"ATP Creatine kinase";"atp[m] + creat[m] <=> adp[m] + pcreat[m] ";"( 1159 ) or ( 1160 ) or ( 548596 )";1;-1000;1000;0
"CKc";"ATP Creatine kinase (c)";"atp[c] + creat[c] <=> adp[c] + pcreat[c] ";"( 1152 ) or ( 1152 and 1158 ) or ( 1158 )";1;-1000;1000;0
"CLFORtex";"chloride transport via formate countertransport";"cl[e] + 2 for[c] => cl[c] + 2 for[e] ";"( 5172 )";0;0;1000;0
"CLHCO3tex2";"chloride transport via bicarbonate countertransport (2:1)";"hco3[c] + 2 cl[e] => hco3[e] + 2 cl[c] ";"( 65010 )";0;0;1000;0
"CLOHtex2";"chloride transport via hydroxide countertransport (2:1)";"h2o[c] + 2 cl[e] => h2o[e] + 2 cl[c] ";"( 65010 )";0;0;1000;0
"CLPNDCOAtx";"fatty acid intracellular transport";"clpndcoa[c] <=> clpndcoa[x] ";"";1;-1000;1000;0
"CLS_hs";"cardiolipin synthase (homo sapiens)";"cdpdag_hs[c] + pglyc_hs[c] => h[c] + cmp[c] + clpn_hs[c] ";"( 54675 )";0;0;1000;0
"CMPACNAtg";"CMP-Sia Golgi transport via CMP antiport";"cmp[g] + cmpacna[c] <=> cmp[c] + cmpacna[g] ";"( 10559 )";1;-1000;1000;0
