"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"HMR_8503"	"HMR_8503"	"(1) H2O[c] + (1) NAD[c] + (1) lactaldehyde[c] --> (1) H[c] + (1) L-lactate[c] + (1) NADH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8504"	"HMR_8504"	"(1) D-lactaldehyde[c] + (1) H2O[c] + (1) NAD[c] --> (1) D-lactate[c] + (1) H[c] + (1) NADH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8506"	"HMR_8506"	"(1) H2O[m] + (1) NAD[m] + (1) lactaldehyde[m] --> (1) H[m] + (1) L-lactate[m] + (1) NADH[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8507"	"HMR_8507"	"(1) NAD[c] + (1) propane-1,2-diol[c] --> (1) D-lactaldehyde[c] + (1) H[c] + (1) NADH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8508"	"HMR_8508"	"(1) NAD[c] + (1) propane-1,2-diol[c] --> (1) H[c] + (1) NADH[c] + (1) lactaldehyde[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8511"	"HMR_8511"	"(1) (R)-S-lactoylglutathione[m] + (1) H2O[m] --> (1) D-lactate[m] + (1) GSH[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8512"	"HMR_8512"	"(1) D-lactate[c] + (1) NAD[c] <==> (1) H[c] + (1) NADH[c] + (1) pyruvate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8514"	"HMR_8514"	"(1) L-lactate[c] + (2) ferricytochrome C[m] --> (2) H[c] + (2) ferrocytochrome C[m] + (1) pyruvate[c]"	"irreversible"	"c, m"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_8516"	"HMR_8516"	"(1) DHAP[c] --> (1) Pi[c] + (1) methylglyoxal[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_4280"	"HMR_4280"	"(1) H[m] + (1) NADH[m] + (1) pyruvate[m] <==> (1) L-lactate[m] + (1) NAD[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Pyruvate metabolism"
"HMR_0153"	"HMR_0153"	"(1) AMP[c] + (1) PPi[c] + (1) propanoyl-CoA[c] <==> (1) ATP[c] + (1) CoA[c] + (1) propanoate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_3212"	"HMR_3212"	"(1) FAD[m] + (1) propanoyl-CoA[m] <==> (1) FADH2[m] + (1) acrylyl-CoA[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_3797"	"HMR_3797"	"(1) AMP[m] + (1) PPi[m] + (1) propanoyl-CoA[m] <==> (1) ATP[m] + (1) CoA[m] + (1) propanoate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4105"	"HMR_4105"	"(1) malonyl-CoA[c] --> (1) CO2[c] + (1) acetyl-CoA[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4106"	"HMR_4106"	"(1) malonyl-CoA[m] --> (1) CO2[m] + (1) acetyl-CoA[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4107"	"HMR_4107"	"(1) malonyl-CoA[p] --> (1) CO2[p] + (1) acetyl-CoA[p]"	"irreversible"	"p"	"0"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4282"	"HMR_4282"	"(1) 3-oxopropanoate[m] + (1) CoA[m] + (1) NAD[m] --> (1) CO2[m] + (1) H[m] + (1) NADH[m] + (1) acetyl-CoA[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4331"	"HMR_4331"	"(1) AMP[c] + (1) propanoyl-CoA[c] <==> (1) CoA[c] + (1) propinol adenylate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4459"	"HMR_4459"	"(1) ATP[c] + (1) propanoate[c] <==> (1) PPi[c] + (1) propinol adenylate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4460"	"HMR_4460"	"(1) ATP[m] + (1) propanoate[m] <==> (1) PPi[m] + (1) propinol adenylate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4497"	"HMR_4497"	"(1) NAD[m] + (1) hydracrylate[m] --> (1) 3-oxopropanoate[m] + (1) H[m] + (1) NADH[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_4741"	"HMR_4741"	"(1) 3-hydroxypropionyl-CoA[m] + (1) H2O[m] --> (1) CoA[m] + (1) hydracrylate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_9804"	"HMR_9804"	"(1) 3-hydroxypropionyl-CoA[m] + (1) NADP[m] <==> (1) 3-oxopropionyl-CoA[m] + (1) H[m] + (1) NADPH[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Propanoate metabolism"
"HMR_0718"	"HMR_0718"	"(1) AKG[c] + (1) FADH2[c] --> (1) 2-hydroxyglutarate[c] + (1) FAD[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_0719"	"HMR_0719"	"(1) AKG[c] + (1) H[c] + (1) NADH[c] --> (1) 2-hydroxyglutarate[c] + (1) NAD[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_1434"	"HMR_1434"	"(1) CoA[c] + (1) acetoacetyl-CoA[c] <==> (2) acetyl-CoA[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_1436"	"HMR_1436"	"(1) ATP[c] + (1) CoA[c] + (1) acetoacetate[c] --> (1) AMP[c] + (1) PPi[c] + (1) acetoacetyl-CoA[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_3163"	"HMR_3163"	"(1) FAD[m] + (1) butyryl-CoA[m] --> (1) FADH2[m] + (1) crotonyl-CoA[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_4461"	"HMR_4461"	"(1) (R)-3-hydroxybutanoate[m] + (1) NAD[m] <==> (1) H[m] + (1) NADH[m] + (1) acetoacetate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_4604"	"HMR_4604"	"(1) H2O[p] + (1) acetoacetyl-CoA[p] + (1) acetyl-CoA[p] --> (1) CoA[p] + (1) HMG-CoA[p]"	"irreversible"	"p"	"0"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_5351"	"HMR_5351"	"(1) 2-hydroxybutyrate[c] + (1) NAD[c] <==> (1) 2-oxobutyrate[c] + (1) H[c] + (1) NADH[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_7709"	"HMR_7709"	"(1) (R)-3-hydroxybutanoyl-CoA[m] <==> (1) H2O[m] + (1) crotonyl-CoA[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Butanoate metabolism"
"HMR_4052"	"HMR_4052"	"(1) ATP[c] + (1) ribose-5-phosphate[c] --> (1) AMP[c] + (1) PRPP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4350"	"HMR_4350"	"(1) ADP[c] + (1) ribose-5-phosphate[c] <==> (1) ATP[c] + (1) ribose[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4351"	"HMR_4351"	"(1) ribose-5-phosphate[r] <==> (1) ribulose-5-phosphate[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4352"	"HMR_4352"	"(1) ribose-5-phosphate[c] <==> (1) ribulose-5-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4354"	"HMR_4354"	"(1) ribose-1-phosphate[c] <==> (1) ribose-5-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4398"	"HMR_4398"	"(1) 2-deoxy-D-ribose-5-phosphate[c] <==> (1) GAP[c] + (1) acetaldehyde[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4404"	"HMR_4404"	"(1) D-xylulose-5-phosphate[c] + (1) erythrose-4-phosphate[c] <==> (1) GAP[c] + (1) fructose-6-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4473"	"HMR_4473"	"(1) 6-phospho-D-gluconate[r] + (1) NADP[r] --> (1) CO2[r] + (1) H[r] + (1) NADPH[r] + (1) ribulose-5-phosphate[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4474"	"HMR_4474"	"(1) 6-phospho-D-gluconate[c] + (1) NADP[c] --> (1) CO2[c] + (1) H[c] + (1) NADPH[c] + (1) ribulose-5-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4476"	"HMR_4476"	"(1) 6-phospho-D-gluconate[c] + (1) ADP[c] <==> (1) ATP[c] + (1) D-gluconic acid[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4477"	"HMR_4477"	"(1) D-xylulose-5-phosphate[c] <==> (1) ribulose-5-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4501"	"HMR_4501"	"(1) D-xylulose-5-phosphate[c] + (1) ribose-5-phosphate[c] <==> (1) GAP[c] + (1) sedoheptulose-7-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4565"	"HMR_4565"	"(1) GAP[c] + (1) sedoheptulose-7-phosphate[c] <==> (1) erythrose-4-phosphate[c] + (1) fructose-6-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4567"	"HMR_4567"	"(1) ADP[c] + (1) sedoheptulose-1,7-bisphosphate[c] <==> (1) ATP[c] + (1) sedoheptulose-7-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4568"	"HMR_4568"	"(1) UDP[c] + (1) sedoheptulose-1,7-bisphosphate[c] <==> (1) UTP[c] + (1) sedoheptulose-7-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_9799"	"HMR_9799"	"(1) ATP[c] + (1) sedoheptulose[c] <==> (1) ADP[c] + (1) sedoheptulose-7-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_9800"	"HMR_9800"	"(1) ATP[c] + (1) sedoheptulose[c] <==> (1) ADP[c] + (1) sedoheptulose-1-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4623"	"HMR_4623"	"(1) H2O[r] + (1) glucono-1,5-lactone-6-phosphate[r] --> (1) 6-phospho-D-gluconate[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4625"	"HMR_4625"	"(1) H2O[c] + (1) glucono-1,5-lactone-6-phosphate[c] --> (1) 6-phospho-D-gluconate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4710"	"HMR_4710"	"(1) 2-deoxy-D-ribose-1-phosphate[c] <==> (1) 2-deoxy-D-ribose-5-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_4841"	"HMR_4841"	"(1) H[c] + (1) NADH[c] + (1) ribose[c] <==> (1) NAD[c] + (1) ribitol[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_8074"	"HMR_8074"	"(1) ATP[c] + (1) deoxyribose[c] --> (1) 2-deoxy-D-ribose-5-phosphate[c] + (1) ADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_8653"	"HMR_8653"	"(1) H[r] + (1) NADH[r] + (1) glucono-1,5-lactone-6-phosphate[r] <==> (1) NAD[r] + (1) glucose-6-phosphate[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Pentose phosphate pathway"
"HMR_3998"	"HMR_3998"	"(1) ADP[c] + (1) H2O[c] --> (1) AMP[c] + (1) Pi[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4000"	"HMR_4000"	"(1) ATP[c] --> (1) PPi[c] + (1) cAMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4002"	"HMR_4002"	"(2) ADP[c] <==> (1) AMP[c] + (1) ATP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4004"	"HMR_4004"	"(2) ADP[m] <==> (1) AMP[m] + (1) ATP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4010"	"HMR_4010"	"(1) AMP[c] + (1) H2O[c] --> (1) Pi[c] + (1) adenosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4081"	"HMR_4081"	"(1) AMP[e] + (1) H2O[e] --> (1) Pi[e] + (1) adenosine[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4082"	"HMR_4082"	"(1) AMP[m] + (1) H2O[m] --> (1) Pi[m] + (1) adenosine[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4012"	"HMR_4012"	"(1) ATP[c] + (1) adenosine[c] --> (1) ADP[c] + (1) AMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4014"	"HMR_4014"	"(1) H2O[c] + (1) cAMP[c] --> (1) AMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4020"	"HMR_4020"	"(1) ADP[c] + (1) GDP[c] <==> (1) ATP[c] + (1) GMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4022"	"HMR_4022"	"(1) GTP[c] --> (1) PPi[c] + (1) cGMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4038"	"HMR_4038"	"(1) FAICAR[c] <==> (1) H2O[c] + (1) IMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4040"	"HMR_4040"	"(1) H2O[c] + (1) IMP[c] + (1) NAD[c] --> (1) H[c] + (1) NADH[c] + (1) xanthosine-5-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4042"	"HMR_4042"	"(1) GTP[c] + (1) IMP[c] + (1) aspartate[c] --> (1) GDP[c] + (1) Pi[c] + (1) adenylosuccinate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4046"	"HMR_4046"	"(1) ATP[c] + (1) H2O[c] + (1) glutamine[c] + (1) xanthosine-5-phosphate[c] --> (1) AMP[c] + (1) GMP[c] + (1) PPi[c] + (1) glutamate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4048"	"HMR_4048"	"(1) H2O[c] + (1) cGMP[c] --> (1) GMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4080"	"HMR_4080"	"(1) AMP[c] + (1) H2O[c] --> (1) IMP[c] + (1) NH3[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4085"	"HMR_4085"	"(1) AMP[c] + (1) PPi[c] <==> (1) PRPP[c] + (1) adenine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4086"	"HMR_4086"	"(1) AMP[e] + (1) PPi[e] <==> (1) PRPP[e] + (1) adenine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4134"	"HMR_4134"	"(1) GDP[e] + (1) H2O[e] --> (1) GMP[e] + (1) Pi[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4135"	"HMR_4135"	"(1) ADP[m] + (1) GDP[m] <==> (1) ATP[m] + (1) GMP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4168"	"HMR_4168"	"(1) GTP[c] + (1) H2O[c] --> (1) GMP[c] + (1) PPi[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4290"	"HMR_4290"	"(1) H2O[e] + (1) ITP[e] --> (1) IDP[e] + (1) Pi[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4406"	"HMR_4406"	"(1) H2O[c] + (1) PRPP[c] + (1) glutamine[c] --> (1) 5-phosphoribosylamine[c] + (1) PPi[c] + (1) glutamate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4412"	"HMR_4412"	"(1) AMP[c] + (1) fumarate[c] <==> (1) adenylosuccinate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4417"	"HMR_4417"	"(1) H2O[c] + (1) IMP[c] --> (1) Pi[c] + (1) inosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4419"	"HMR_4419"	"(1) GMP[c] + (1) H[c] + (1) NADPH[c] --> (1) IMP[c] + (1) NADP[c] + (1) NH3[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4449"	"HMR_4449"	"(1) GMP[c] + (1) H2O[c] --> (1) Pi[c] + (1) guanosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4450"	"HMR_4450"	"(1) GMP[e] + (1) H2O[e] --> (1) Pi[e] + (1) guanosine[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4453"	"HMR_4453"	"(1) ATP[c] + (1) NH3[c] + (1) xanthosine-5-phosphate[c] --> (1) AMP[c] + (1) GMP[c] + (1) PPi[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4480"	"HMR_4480"	"(1) ADP[c] + (1) dADP[c] <==> (1) ATP[c] + (1) dAMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4481"	"HMR_4481"	"(1) H2O[c] + (1) adenosine[c] --> (1) NH3[c] + (1) inosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4482"	"HMR_4482"	"(1) H2O[e] + (1) adenosine[e] --> (1) NH3[e] + (1) inosine[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4486"	"HMR_4486"	"(1) ITP[c] + (1) glucose[c] --> (1) IDP[c] + (1) glucose-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4487"	"HMR_4487"	"(1) dATP[c] + (1) glucose[c] --> (1) dADP[c] + (1) glucose-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4488"	"HMR_4488"	"(1) ITP[c] + (1) fructose[c] --> (1) IDP[c] + (1) fructose-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4489"	"HMR_4489"	"(1) dATP[c] + (1) fructose[c] --> (1) dADP[c] + (1) fructose-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4492"	"HMR_4492"	"(1) ITP[c] + (1) mannose[c] --> (1) IDP[c] + (1) mannose-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4493"	"HMR_4493"	"(1) dATP[c] + (1) mannose[c] --> (1) dADP[c] + (1) mannose-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4495"	"HMR_4495"	"(1) ITP[c] + (1) glucosamine[c] --> (1) IDP[c] + (1) glucosamine-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4496"	"HMR_4496"	"(1) dATP[c] + (1) glucosamine[c] --> (1) dADP[c] + (1) glucosamine-6-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4518"	"HMR_4518"	"(1) H2O[c] + (1) guanine[c] --> (1) NH3[c] + (1) xanthine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4574"	"HMR_4574"	"(1) Pi[c] + (1) inosine[c] <==> (1) hypoxanthine[c] + (1) ribose-1-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4600"	"HMR_4600"	"(1) ATP[c] + (1) deoxyguanosine[c] --> (1) ADP[c] + (1) dGMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4602"	"HMR_4602"	"(1) H2O[c] + (1) dGMP[c] --> (1) Pi[c] + (1) deoxyguanosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4603"	"HMR_4603"	"(1) 2-deoxy-D-ribose-1-phosphate[c] + (1) guanine[c] <==> (1) Pi[c] + (1) deoxyguanosine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4611"	"HMR_4611"	"(1) ATP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dATP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4612"	"HMR_4612"	"(1) ADP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dADP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4614"	"HMR_4614"	"(1) GTP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dGTP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4615"	"HMR_4615"	"(1) GDP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dGDP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4617"	"HMR_4617"	"(1) CTP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dCTP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4618"	"HMR_4618"	"(1) UTP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dUTP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4619"	"HMR_4619"	"(1) CDP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dCDP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4621"	"HMR_4621"	"(1) UDP[c] + (1) thioredoxin[c] --> (1) H2O[c] + (1) dUDP[c] + (1) oxidized thioredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4632"	"HMR_4632"	"(1) H2O[c] + (1) dAMP[c] --> (1) Pi[c] + (1) deoxyadenosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4651"	"HMR_4651"	"(1) Pi[c] + (1) guanosine[c] <==> (1) guanine[c] + (1) ribose-1-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4663"	"HMR_4663"	"(1) Pi[c] + (1) xanthosine[c] <==> (1) ribose-1-phosphate[c] + (1) xanthine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4694"	"HMR_4694"	"(1) H2O[c] + (1) deoxyadenosine[c] --> (1) NH3[c] + (1) deoxyinosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4695"	"HMR_4695"	"(1) 2-deoxy-D-ribose-1-phosphate[c] + (1) adenine[c] <==> (1) Pi[c] + (1) deoxyadenosine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4705"	"HMR_4705"	"(1) H2O[c] + (1) xanthosine-5-phosphate[c] --> (1) Pi[c] + (1) xanthosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4709"	"HMR_4709"	"(1) 2-deoxy-D-ribose-1-phosphate[c] + (1) hypoxanthine[c] <==> (1) Pi[c] + (1) deoxyinosine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4799"	"HMR_4799"	"(1) 5-phosphoribosylamine[c] + (1) ATP[c] + (1) glycine[c] --> (1) ADP[c] + (1) GAR[c] + (1) Pi[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4802"	"HMR_4802"	"(1) 5-phosphoribosylformylglycinamidine[c] + (1) ATP[c] --> (1) ADP[c] + (1) AIR[c] + (1) Pi[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4804"	"HMR_4804"	"(1) 5-phosphoribosyl-4-carboxy-5-aminoimidazole[c] <==> (1) AIR[c] + (1) CO2[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4808"	"HMR_4808"	"(1) ATP[c] + (1) H2O[c] + (1) N-formyl-GAR[c] + (1) glutamine[c] --> (1) 5-phosphoribosylformylglycinamidine[c] + (1) ADP[c] + (1) Pi[c] + (1) glutamate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4810"	"HMR_4810"	"(1) 5-phosphoribosyl-4-carboxy-5-aminoimidazole[c] + (1) ATP[c] + (1) aspartate[c] --> (1) ADP[c] + (1) Pi[c] + (1) SAICAR[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
"HMR_4812"	"HMR_4812"	"(1) AICAR[c] + (1) fumarate[c] <==> (1) SAICAR[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_4814"	"HMR_4814"	"(1) 10-formyl-THF[c] + (1) AICAR[c] <==> (1) FAICAR[c] + (1) THF[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Purine metabolism"
"HMR_5301"	"HMR_5301"	"(1) GTP[c] + (1) uridine[c] --> (1) GDP[c] + (1) UMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Purine metabolism"
